OBJECTID,Station_name,Station_address,Operator,Number_of_plugs,Charger_Type,Charger_rating,Latitude,Longitude,LGANAME,PCODE,Source
,Oberon Military Museum,"Dudley St
Oberon NSW 2787
Australia",Non-networked,4,AC,AC,-33.7063026,149.8629355,Oberon Council,2787,Destination Charging R1
,,"Lockhart Rd
Tooleybuc NSW 2736
Australia",Non-networked,2,AC,AC,-34.9966694,143.3321113,Murray River Council,2736,Destination Charging R1
,,"Opal Blvd
Korora NSW 2450
Australia",Non-networked,2,AC,AC,-30.2504419,153.1378036,Coffs Harbour City Council,2450,Destination Charging R2
,,"Riverside Cres
Brunswick Heads NSW 2483
Australia",Non-networked,4,AC,AC,-28.5341264,153.537687,Byron Shire Council,2483,Destination Charging R2
,,"Robertson St
Mudgee NSW 2850
Australia",Non-networked,1,AC,AC,-32.6115731,149.5911061,Mid-Western Regional Council,2850,Destination Charging R2
,,"Stockton St
Nelson Bay NSW 2315
Australia",Non-networked,2,AC,AC,-32.7259601,152.1387343,Port Stephens Council,2315,Destination Charging R1
,Kurrara Guest House,"17 Coomonderry St
Katoomba NSW 2780
Australia",Non-networked,2,AC,AC,-33.7214354,150.3137986,Blue Mountains City Council,2780,Destination Charging R2
,,"17 Holmwood St
Newtown NSW 2042
Australia",PLUS ES,1,AC,7 kW,-33.9039672,151.1790426,Inner West Council,2042,Kerbside Charging R1
,Tathra Beach House Apartments,"17 John Taylor Cres
Tathra NSW 2550
Australia",Exploren,2,AC,AC,-36.7261746,149.9783922,Bega Valley Shire Council,2550,Destination Charging R1
,,"17 Joseph St, Lilyfield, NSW, 2040, Australia",PLUS ES,1,AC,22 kW,-33.8715493,151.1652084,Inner West Council,2040,Kerbside Charging R1
,,"17 Nicholson St
Wollstonecraft NSW 2065
Australia",ChargePost,4,AC,22 kW,-33.8272691,151.1993398,North Sydney Council,2065,Kerbside Charging R1
,,"1-7 Waratah Ave
Randwick NSW 2031
Australia",PLUS ES,1,AC,7 kW,-33.9139926,151.2376253,Randwick City Council,2031,Kerbside Charging R1
,Thrive Medical,"170 Crystal St
Broken Hill NSW 2880
Australia",Smart Charge,4,AC,AC,-31.9610108,141.4629768,Broken Hill City Council,2880,Destination Charging R1
,,"170 Hawthorne Pde
Haberfield NSW 2045
Australia",EVX,2,AC,22 kW,-33.8797322,151.1448571,Inner West Council,2045,Kerbside Charging R1
,,"173 Canterbury Road, Bankstown NSW 2200",Tesla,6,DC,175 kW,-33.9336017,151.0299345,Canterbury Bankstown Council,2200,Fast Charging R1
,Adelong Motel,"174 Maitland St
Narrabri NSW 2390
Australia",Exploren,2,AC,AC,-30.3225261,149.7819955,Narrabri Shire Council,2390,Destination Charging R2
,Hillston Township - Library Carpark,"175 High St
Hillston NSW 2675
Australia",Exploren,2,AC,AC,-33.4850755,145.5314465,Carrathool Shire Council,2675,Destination Charging R2
,,"176 Beach St
Coogee NSW 2034
Australia",PLUS ES,1,AC,22 kW,-33.9248082,151.2569915,Randwick City Council,2034,Kerbside Charging R1
,,"176 Darling St
Balmain NSW 2041
Australia",PLUS ES,1,AC,22 kW,-33.8583876,151.1870534,Inner West Council,2041,Kerbside Charging R1
,,"176 Mons Ave
Maroubra NSW 2035
Australia",EVX,2,AC,22 kW,-33.9471114,151.2549725,Randwick City Council,2035,Kerbside Charging R1
,Albion Park Bowling CLub,"178 Tongarra Rd
Albion Park NSW 2527
Australia",Exploren,4,AC,AC,-34.5703804,150.7686991,Shellharbour City Council,2527,Destination Charging R2
,,"178A Campbell Pde
Bondi Beach NSW 2026
Australia",Chargefox,4,AC,22 kW,-33.8897368,151.2748812,Waverley Council,2026,Kerbside Charging R1
,Gillards Road,"179 Gillards Rd
Pokolbin NSW 2320
Australia",Exploren,1,AC,AC,-32.7640555,151.2915994,Cessnock City Council,2320,Destination Charging R2
,,"179-183 Hume St, Goulburn NSW 2580",Tesla,20,DC,175 kW,-34.7720602,149.6923766,Goulburn Mulwaree Council,2580,Fast Charging R1
,,"18 Bishop St
Newport NSW 2106
Australia",EVX,2,AC,22 kW,-33.6571978,151.3152738,Northern Beaches Council,2106,Kerbside Charging R1
,,"18 Council St
Bondi Junction NSW 2022
Australia",EVX,2,AC,22 kW,-33.8940211,151.2553116,Waverley Council,2022,Kerbside Charging R1
,Sydney Ski Club,"18 Diggings Ter
Thredbo NSW 2625
Australia",EVUp,2,AC,AC,-36.5070831,148.3012364,Snowy Monaro Regional Council,2625,Destination Charging R1
,Echo Point Discovery Motel,"18 Echo Point Rd
Katoomba NSW 2780
Australia",Everty,2,AC,AC,-33.7295072,150.3119694,Blue Mountains City Council,2780,Destination Charging R2
,,"18 Holbeche Rd
Arndell Park NSW 2148
Australia",EVX,2,AC,22 kW,-33.7882888,150.8773463,Blacktown City Council,2148,Kerbside Charging R1
,Pelican Motor Inn,"18 Merimbula Dr
Merimbula NSW 2548
Australia",EVUp,3,AC,AC,-36.8881841,149.9085104,Bega Valley Shire Council,2548,Destination Charging R1
,,"18 Morwick St
Strathfield NSW 2135
Australia",EVX,2,AC,22 kW,-33.8753105,151.096069,Burwood Council,2135,Kerbside Charging R1
,,"180 Darling St
Balmain NSW 2041
Australia",PLUS ES,1,AC,7 kW,-33.8584276,151.186886,Inner West Council,2041,Kerbside Charging R1
,Lake Conjola Bowling and Recreation Club ,"180 Lake Conjola Entrance Rd
Lake Conjola NSW 2539
Australia",360 EV Charge,1,AC,AC,-35.2702399,150.4777283,Shoalhaven City Council,2539,Destination Charging R2
,Blue Mountain Highway Motel,"181 Great Western Hwy
Katoomba NSW 2780
Australia",360 EV Charge,4,AC,AC,-33.7064272,150.3185388,Blue Mountains City Council,2780,Destination Charging R2
,,"182 Evans St
Rozelle NSW 2039
Australia",PLUS ES,1,AC,22 kW,-33.8665466,151.1706697,Inner West Council,2039,Kerbside Charging R1
,Wagga Wagga City Council,"183 Tarcutta St
Wagga Wagga NSW 2650
Australia",Smart Charge,2,AC,AC,-35.1094747,147.3734165,Wagga Wagga City Council,2650,Destination Charging R1
,Parkes International Motel,"18-32 Peak Hill Rd
Parkes NSW 2870
Australia",Exploren,2,AC,AC,-33.1236022,148.1743095,Parkes Shire Council,2870,Destination Charging R2
,Tyrrell's Vineyards,"1838 Broke Rd
Pokolbin NSW 2320
Australia",Exploren,4,AC,AC,-32.7691856,151.2737075,Cessnock City Council,2320,Destination Charging R1
,,"185 Carrington Rd
Coogee NSW 2034
Commonwealth of Australia",PLUS ES,1,AC,22 kW,-33.9149982,151.249421,Randwick City Council,2034,Kerbside Charging R1
,Howlong Golf Resort,"186 Golf Club Dr
Howlong NSW 2643
Australia",Charge Hub,2,AC,AC,-35.9852945,146.6442838,Federation Council,2643,Destination Charging R2
,,"188 Beattie St
Rozelle NSW 2039
Australia",EVX,2,AC,22 kW,-33.8606635,151.1726946,Inner West Council,2039,Kerbside Charging R1
,,188 Fernleigh Rd Glenfield Park NSW 2650 Australia,Tesla,6,DC,175 kW,-35.1317745,147.3398455,Wagga Wagga City Council,2650,Fast Charging R1
,Kyogle Council,"19 Bloore St
Kyogle NSW 2474
Australia",Exploren,2,AC,AC,-28.6215127,153.0027948,Kyogle Council,2474,Destination Charging R1
,,"19 Queen St
Randwick NSW 2031
Australia",PLUS ES,1,AC,22 kW,-33.9186594,151.2472035,Randwick City Council,2031,Kerbside Charging R1
,,"19 Roseby St, Sydney, 2047",Chargefox,4,AC,22 kW,-33.85578483,151.1612082,"Canada Bay Council, City of",2047,Existing Destination Chargers
,,"19 Spring St, Forbes, 2871",Exploren,2,AC,22 kW,-33.3841502,148.009987,Forbes Shire Council,2871,Existing Destination Chargers
,Victoria and Albert Guest House,"19 Station St
Wentworth Falls NSW 2782
Australia",EVNet,3,AC,AC,-33.7095481,150.3756991,Blue Mountains City Council,2782,Destination Charging R2
,Skylodge,"1-9 Tom Moon Ave
Temora NSW 2666
Australia",Elanga,4,AC,AC,-34.4273715,147.5152355,Temora Shire Council,2666,Destination Charging R2
,Dungog Visitor Information Centre,"191 Dowling St
Dungog NSW 2420
Australia",Exploren,4,AC,AC,-32.402119,151.7578478,Dungog Shire Council,2420,Destination Charging R2
,Best Western Plus All Settlers,"191 Goonoo Goonoo Rd
South Tamworth NSW 2340
Australia",360 EV Charge,2,AC,AC,-31.1067279,150.9220984,Tamworth Regional Council,2340,Destination Charging R2
,Quirindi Library,"193 George St
Quirindi NSW 2343
Australia",Exploren,2,AC,AC,-31.5073257,150.6804784,Liverpool Plains Shire Council,2343,Destination Charging R2
,,"1A Gloucester Ave
Burwood NSW 2134
Australia",EVX,2,AC,22 kW,-33.8748726,151.1016286,Burwood Council,2134,Kerbside Charging R1
,,"1R Marine Pde
Maroubra NSW 2035
Australia",Chargefox,2,AC,22 kW,-33.9512131,151.2555437,Randwick City Council,2035,Kerbside Charging R1
,,"2 Alice St
Newtown NSW 2042
Australia",PLUS ES,1,AC,22 kW,-33.903175,151.1791034,Inner West Council,2042,Kerbside Charging R1
,,"2 Allman Ave
Summer Hill NSW 2130
Australia",PLUS ES,1,AC,22 kW,-33.891353,151.1334901,Inner West Council,2130,Kerbside Charging R1
,Tathra Beachfront Holiday Park,"2 Andy Poole Dr
Tathra NSW 2550
Australia",Exploren,4,AC,AC,-36.7226547,149.9784393,Bega Valley Shire Council,2550,Destination Charging R2
,Yalawanyi Gunya,"2 Biripi Way
Taree South NSW 2430
Australia",Exploren,4,AC,AC,-31.9340892,152.4653805,Mid-Coast Council,2430,Destination Charging R2
,Eden Motel,"2 Blue Marlin Ct
Eden NSW 2551
Australia",Elanga,2,AC,AC,-37.0509798,149.901281,Bega Valley Shire Council,2551,Destination Charging R1
,The Pavilion Kiama,"2 Bong Bong St
Kiama NSW 2533
Australia",Exploren,4,AC,AC,-34.6748189,150.8570701,"Kiama, The Council of the Municipality of",2533,Destination Charging R2
,,2 Bridge Rd Griffith NSW 2680 Australia,Tesla,6,DC,175 kW,-34.2922641,146.0507015,Griffith City Council,2680,Fast Charging R1
,,"2 Cavendish St
Enmore NSW 2042
Australia",EVX,2,AC,22 kW,-33.8988126,151.1708415,Inner West Council,2042,Kerbside Charging R1
,Parkes Shire Council Public Parking,"2 Cecile St
Parkes NSW 2870
Australia",Exploren,4,AC,AC,-33.1381751,148.1730853,Parkes Shire Council,2870,Destination Charging R2
,,"2 Coast Hospital Rd
Little Bay NSW 2036
Australia",Evie Networks,2,DC,75 kW,-33.9808158,151.2498636,Randwick City Council,2036,Kerbside Charging R1
,Cunningham Park,"2 Copeton Dam Rd
Bingara NSW 2404
Australia",Exploren,2,AC,AC,-29.8644746,150.5771204,Gwydir Shire Council,2404,Destination Charging R2
,,"2 Davids Rd, Haberfield NSW 2045",EVE Australia,2,AC,22 kW,-33.884617,151.1366103,Inner West Council,2045,Kerbside Charging R1
,,"2 Diamond Bay Rd
Vaucluse NSW 2030
Australia",PLUS ES,1,AC,22 kW,-33.861029,151.2788078,Waverley Council,2030,Kerbside Charging R1
,,"2 George St
Marrickville NSW 2204
Australia",PLUS ES,1,AC,7 kW,-33.9046392,151.1482931,Inner West Council,2204,Kerbside Charging R1
,,"2 Greycliffe Ave, Vaucluse, NSW, 2030",Chargefox,2,AC,22 kW,-33.8530998,151.2699421,Woollahra Municipal Council,2030,Kerbside Charging R1
,,"2 Hollywood Ave
Bondi Junction NSW 2022
Australia",PLUS ES,1,AC,7 kW,-33.8943632,151.2517721,Waverley Council,2022,Kerbside Charging R1
,,"2 Kelrose Ln
North Sydney NSW 2060
Australia",ChargePost,4,AC,22 kW,-33.8338656,151.2063879,North Sydney Council,2060,Kerbside Charging R1
,,"2 King St
Balmain NSW 2041
Australia",EVX,2,AC,22 kW,-33.855604,151.1760354,Inner West Council,2041,Kerbside Charging R1
,,"2 King St
Bondi NSW 2026
Australia",PLUS ES,1,AC,22 kW,-33.8943781,151.2610931,Waverley Council,2026,Kerbside Charging R1
,,"2 Marion St
Leichhardt NSW 2040
Australia",EVX,2,AC,22 kW,-33.8840043,151.1564944,Inner West Council,2040,Kerbside Charging R1
,The Sebel Kiama,"2 Minnamurra St
Kiama NSW 2533
Australia",Exploren,2,AC,AC,-34.6683431,150.8549502,"Kiama, The Council of the Municipality of",2533,Destination Charging R2
,,2 Moonee Beach Rd Moonee Beach NSW 2450 Australia,Tesla,15,DC,175 kW,-30.204973,153.1501028,Coffs Harbour City Council,2450,Fast Charging R1
,,"2 Moyes St
Marrickville NSW 2204
Australia",PLUS ES,1,AC,7 kW,-33.9143495,151.1485806,Inner West Council,2204,Kerbside Charging R1
,,"2 Quarry St
Paddington NSW 2021
Australia",PLUS ES,1,AC,22 kW,-33.8833596,151.2371782,Woollahra Municipal Council,2021,Kerbside Charging R1
,The Surf Yamba,"2 Queen St
Yamba NSW 2464
Australia",Chargefox,2,AC,AC,-29.4371653,153.3657135,Clarence Valley Council,2464,Destination Charging R2
,,"2 Rickard Ave
Bondi Beach NSW 2026
Australia",Chargefox,2,AC,22 kW,-33.8896656,151.2669765,Waverley Council,2026,Kerbside Charging R1
,Merimbula Beach Holiday Resort,"2 Short Point Rd
Merimbula NSW 2548
Australia",Exploren,4,AC,AC,-36.8866743,149.9303711,Bega Valley Shire Council,2548,Destination Charging R2
,The Levee Central Maitland,"2 St Andrews St
Maitland NSW 2320
Australia",Exploren,2,AC,AC,-32.7300617,151.5535938,Maitland City Council,2320,Destination Charging R2
,,"2 Tebbutt St
Leichhardt NSW 2040
Australia",EVX,2,AC,22 kW,-33.8895146,151.1465824,Inner West Council,2040,Kerbside Charging R1
,Bridgeview Motel,"2 The Corso
Gorokan NSW 2263
Australia",Exploren,2,AC,AC,-33.2597527,151.516506,Central Coast Council,2263,Destination Charging R2
,Wallsend Diggers Car Park,"2 Tyrrell St
Wallsend NSW 2287
Australia",Exploren,4,AC,AC,-32.9013775,151.671176,Newcastle City Council,2287,Destination Charging R2
,Scenic World,"2 Violet St
Katoomba NSW 2780
Australia",Exploren,4,AC,AC,-33.7293731,150.3004285,Blue Mountains City Council,2780,Destination Charging R2
,,"2 Wauhope Cres
South Coogee NSW 2034
Australia",PLUS ES,1,AC,22 kW,-33.9293135,151.2506444,Randwick City Council,2034,Kerbside Charging R1
,Twin Towns Services Club ,"2 Wharf St
Tweed Heads NSW 2485
Australia",Chargefox,4,AC,AC,-28.1685927,153.5440989,Tweed Shire Council,2485,Destination Charging R1
,,"20 Arthur St
Marrickville NSW 2204
Australia",EVE Australia,2,AC,22 kW,-33.9128493,151.1514703,Inner West Council,2204,Kerbside Charging R1
,,"20 Federation Rd
Camperdown NSW 2050
Australia",PLUS ES,1,AC,22 kW,-33.8931227,151.1793112,Inner West Council,2050,Kerbside Charging R1
,,"20 Johnston St
Balmain East NSW 2041
Australia",PLUS ES,1,AC,7 kW,-33.8592247,151.1940443,Inner West Council,2041,Kerbside Charging R1
,Windale Hub,"20 Lake St
Windale NSW 2306
Australia",Everty,2,AC,AC,-32.9933682,151.6816129,Lake Macquarie City Council,2306,Destination Charging R2
,Wandana Brewing Co.,"20 Manns Rd
Mullumbimby NSW 2482
Australia",Noodoe,2,AC,AC,-28.5541173,153.5149182,Byron Shire Council,2482,Destination Charging R2
,Ingenia Holiday Parks - Lake Macquarie,"20 Monterey Ave
Mannering Park NSW 2259
Australia",Exploren,4,AC,AC,-33.1504884,151.5397684,Central Coast Council,2259,Destination Charging R2
,Ourimbah RSL Club Carpark,"20 Pacific Hwy
Ourimbah NSW 2258
Australia",Noodoe,2,AC,AC,-33.3540425,151.3696467,Central Coast Council,2258,Destination Charging R2
,Wollongong Surf Leisure Resort,"201 Pioneer Rd
Fairy Meadow NSW 2519
Australia",Exploren,2,AC,AC,-34.3895823,150.9063737,Wollongong City Council,2519,Destination Charging R2
,,"202 Parramatta Rd, Sydney, 2131",Chargefox,1,AC,22 kW,-33.88104509,151.1318068,Inner West Council,2131,Existing Destination Chargers
,Corrigans Cove Resort,"204 Beach Rd
Batehaven NSW 2536
Australia",Exploren,1,AC,AC,-35.7296697,150.1960774,Eurobodalla Shire Council,2536,Destination Charging R1
,Printhie Wines,"208 Nancarrow Ln
Nashdale NSW 2800
Australia",Chargefox,1,AC,AC,-33.3131943,149.0088591,Cabonne Council,2800,Destination Charging R2
,Alloggio Hotel Thornton,"21 Poynton Pl
Thornton NSW 2322
Australia",Chargefox,2,AC,AC,-32.7944967,151.6373582,Maitland City Council,2322,Destination Charging R1
,Bay and Bush,"21 Pritchard Ave
Woollamia NSW 2540
Australia",Exploren,2,AC,AC,-35.0197844,150.6391028,Shoalhaven City Council,2540,Destination Charging R2
,,"21 Russell St
Lilyfield NSW 2040
Australia",EVE Australia,2,AC,22 kW,-33.875569,151.1632871,Inner West Council,2040,Kerbside Charging R1
,,"21-23 Corunna Rd
Stanmore NSW 2048
Australia",PLUS ES,1,AC,7 kW,-33.8888432,151.1710335,Inner West Council,2048,Kerbside Charging R1
,Boathouse Resort,"21-23 Marine Dr
Tea Gardens NSW 2324
Australia",EVNet,4,AC,AC,-32.6623688,152.1565928,Mid-Coast Council,2324,Destination Charging R2
,Katoomba Town Centre Motel,"214 Katoomba St
Katoomba NSW 2780
Australia",Everty,2,AC,AC,-33.7174048,150.3112,Blue Mountains City Council,2780,Destination Charging R2
,,"218 Katoomba St, Katoomba NSW 2780, Australia",Zeus Renewables,4,DC,175 kW,-33.7177016,150.3112897,Blue Mountains City Council,2780,Fast Charging R1
,,"218 Norton St
Leichhardt NSW 2040
Australia",EVX,2,AC,22 kW,-33.8794575,151.1562844,Inner West Council,2040,Kerbside Charging R1
,Orange Aquatic Centre,"21A Hill St
Orange NSW 2800
Australia",EVSE,1,AC,AC,-33.288714,149.0916869,Orange City Council,2800,Destination Charging R2
,,"22 Bellevue Ave
Greenwich NSW 2065
Australia",PLUS ES,1,AC,22 kW,-33.824901,151.1872285,Lane Cove Municipal Council,2065,Kerbside Charging R1
,,"22 Church St
Burwood NSW 2134
Australia",EVX,2,AC,22 kW,-33.8819,151.1045,Burwood Council,2134,Kerbside Charging R1
,The Wallangulla Motel,"22 Morilla St
Lightning Ridge NSW 2834
Australia",Exploren,4,AC,AC,-29.4292374,147.9768149,Walgett Shire Council,2834,Destination Charging R2
,,"22 Stafford St
Paddington NSW 2021
Australia",PLUS ES,1,AC,22 kW,-33.8835761,151.2289348,Woollahra Municipal Council,2021,Kerbside Charging R1
,,"22 Ward St
North Sydney NSW 2060
Australia",ChargePost,2,AC,7 kW,-33.836149,151.2085307,North Sydney Council,2060,Kerbside Charging R1
,Milton Ulladulla Ex Services Club,"222 Princes Hwy
Ulladulla NSW 2539
Australia",Exploren,4,AC,AC,-35.3684214,150.4706082,Shoalhaven City Council,2539,Destination Charging R2
,Stockmans Motel Tamworth,"2-24 Spains Ln
Kingswood NSW 2340
Australia",EVSE,4,AC,AC,-31.1647707,150.9181072,Tamworth Regional Council,2340,Destination Charging R2
,,"225 Darley Rd
Randwick NSW 2031
Australia",PLUS ES,1,AC,22 kW,-33.9037012,151.2489288,Randwick City Council,2031,Kerbside Charging R1
,,"228 Moore Park Rd
Paddington NSW 2021
Australia",EVX,2,AC,22 kW,-33.8872176,151.2246061,"Sydney, Council of the City of",2021,Kerbside Charging R1
,,"229 Denison St
Queens Park NSW 2022
Australia",PLUS ES,1,AC,22 kW,-33.8981091,151.2434798,Waverley Council,2022,Kerbside Charging R1
,,"23 See St
Kingsford NSW 2032
Australia",PLUS ES,1,AC,22 kW,-33.9223723,151.2248584,Randwick City Council,2032,Kerbside Charging R1
,,"23 Terrace Rd
Dulwich Hill NSW 2203
Australia",PLUS ES,1,AC,22 kW,-33.9065216,151.1381499,Inner West Council,2203,Kerbside Charging R1
,,"231 Darling St
Dubbo NSW 2830
Australia",Non-networked,1,AC,AC,-32.2525729,148.6049234,Dubbo Regional Council,2830,Destination Charging R1
,,"234 Miller St
North Sydney NSW 2060
Australia",Evie Networks,4,DC,75 kW,-33.833276,151.2071934,North Sydney Council,2060,Kerbside Charging R1
,,"24 Annandale St
Annandale NSW 2038
Australia",PLUS ES,1,AC,22 kW,-33.8864798,151.1664936,Inner West Council,2038,Kerbside Charging R1
,Ingenia Holiday Park - Bonny Hills,"24 Beach St
Bonny Hills NSW 2445
Australia",Exploren,2,AC,AC,-31.585403,152.8366221,Port Macquarie-Hastings Council,2445,Destination Charging R1
